alcohol,chlorides,citric_acid,density,fixed_acidity,free_sulfur_dioxide,ph,quality,residual_sugar,sulphates,total_sulfur_dioxide,volatile_acidity
10.107595794622942,0.2653762426765803,0.183617093319282,0.9916311700683453,15.194270731463558,21.930040799376634,3.17795465259663,6,13.178453164067506,1.1065604468406463,66.18826855715352,0.20214951264497966
11.145718936316515,0.06092626202676375,0.4254237136673411,0.9942450172194008,14.004718722292356,65.73396953434846,3.5911726355687104,6,12.336350915067918,0.7795184815343627,228.98001691230186,0.8352686448364893
14.811373658430831,0.1597421485071809,0.4235494698652966,0.9950696504660173,10.059339797365322,8.990764950615596,3.2634110626039834,5,1.1860387020706118,0.7877844257142246,96.98487015210232,0.7552784017872585
10.476899098839091,0.35198795675530187,0.12900868682531463,0.9904634227143823,7.249369427573221,43.45064912459148,2.8245406189958464,7,2.5742076601285304,1.8815890946432678,253.70272515194313,0.5786479119171974
14.62685642256655,0.2864494223434482,0.7799801827792521,1.0014502697247356,12.207425631541316,35.803833893109015,3.860571111711616,6,6.992960564646117,0.7442420727226766,256.0032494347287,0.7344360329026283
13.245841472190552,0.5296010781869883,0.4262304856646435,1.000961196183118,10.624242557380342,27.46016219766392,3.363185462775793,5,0.9307590641884101,1.2897510138902633,47.963505187266534,0.960352339361366
8.542616140453418,0.5116605181805604,0.8358616328791062,0.9907164423105722,8.866437533240845,44.045631907626024,3.730987601820572,6,11.650704401610664,0.7063552309101868,189.67773880107,0.31260864702744395
9.984595024208867,0.49782103249144516,0.19186831544070393,1.0009458002005056,6.759484634797635,13.662820028467525,3.9421859776075374,5,5.466291507994153,1.8662330664588676,188.61263105120048,0.23424152591955344
8.471652802463453,0.48701979441873905,0.3797014437959165,1.0021685255802706,15.764070300384414,36.27152063363879,3.3723462313271146,6,15.066347349340056,1.3669894610563595,233.23021739323332,0.19101576827508904
11.887370918631056,0.43056063773055137,0.8425538620352444,0.9922354145216836,10.933957406406474,64.0757917628115,3.9190857341820866,6,3.320915828052249,1.0291432984326727,18.188742767036995,0.5393777012498124
14.004615423050296,0.1044341218120087,0.7454157564982515,0.9998175895537481,13.299083626053399,24.639523902974446,3.844432303724367,6,11.015590547434297,1.800705188875903,238.97071169482027,1.4875635106217269
9.100765343660626,0.4950274571708964,0.09402594640037498,1.0011456625629707,14.537117338501483,6.59475066434775,3.0208275614263016,6,10.110100543410422,0.9995598586640992,288.3569249008223,0.43608488766166387
8.791921983397309,0.4158068940300834,0.2375219095769474,1.0025474824481195,8.75672726918187,61.462252037199185,2.9009034187617475,5,4.1660978558062105,1.6398528187222865,21.874261084122047,0.5890379471706059
8.411614101813088,0.5083953493326732,0.3300695594276475,1.0008594189496864,7.502135776664458,33.032298001814716,3.7076886397520643,6,10.492494731125735,0.9574049426208702,11.331290339814668,0.39559560376392866
